"id","japanese","english","const"
"5197","設定を標準に戻してよろしいですか？","Are you sure to return to standard settings?",""
"5198","利用管理項目 (プロジェクトで設定済み)","Usage management item(already set in project)",""
"5199","章","Chapter",""
"5200","節","Section",""
"5201","項","Item",""
"5202","(基本情報)","(Basic information)",""
"5203","(詳細情報)","(Detailed information)",""
"5204","(共通)","(Common)",""
"5205","文書種別の取得に失敗しました","Failed to acquire document type",""
"5206","設定項目の取得に失敗しました","Failed to acquire setting items",""
"5207","設定が変更されてます。設定を保存しますか？","Settings changed. Save settings?",""
"5208","はじめに章段落が設定されていません","Chapter paragraph not set at beginning",""
"5209","文書番号を自動的に採番する項目はすでに「%1」で利用されているため設定できません。","The item with automatic document numbering is in use in [%1], cannot set.",""
"5210","「%1」を利用管理項目から外してください。","Please remove [%1] from usage management item.",""
"5211","文書番号を自動的に採番する項目は複数指定できません。","Unable to specify multiple items for automatic document numbering.",""
"5212","(%1)の内ひとつだけ設定してください。","Please set only one in (%1).",""
"5213","コンテンツ設定","Contents setting",""
"5214","↓追加","Add",""
"5215","ﾀｽｸ構成","Task structure",""
"5216","選択したコンテンツ","Selected contents",""
"5217","%1件選択中","%1 piece selected",""
"5218","出力先：","Output-to:",""
"5219","版名：","Version name:",""
"5220","出力先を指定してください","Please specify output-to",""
"5221","指定したパスは存在しません","Specified path does not exist.",""
"5222","ファイル出力を開始します。よろしいですか？","Start to export file. Continue?",""
"5223","(コンテンツの量により、時間がかかる場合があります)","(It may take longer time when contents is large)",""
"5224","構成管理ツールのオープンでエラーが発生しました","Error occurred when opening configuration management tool",""
"5225","VSSからの情報取得でエラーが発生しました","Error occurred when acquiring information from VSS",""
"5226","VSS上に該当する版が見つかりませんでした","Corresponding version not found on VSS",""
"5227","出力準備中…","Preparing to export...",""
"5228","出力中…","Exporting...",""
"5229","PVCSからの情報取得でエラーが発生しました","Error occurred when acquiring information from PVCS",""
"5230","CVSからの情報取得でエラーが発生しました","Error occurred when acquiring information from CVS",""
"5231","出力ﾌｫﾙﾀﾞ…","Export-to folder...",""
"5232","CVS上に該当する版が見つかりませんでした","Corresponding version not found on CVS",""
"5233","印刷が終了しました","Completed printing",""
"5234","印刷中です","Printing",""
"5235","コンテンツ情報を取得中です","Acquiring contents information",""
"5236","初期処理中です","Initializing",""
"5237","出力先プリンタ：","Out-going printer:",""
"5238","VSSに該当する版が見つかりませんでした","VSS equivalent version not found",""
"5239","コンテンツ参照...","View contents...",""
"5240","登録者：","Registrant:",""
"5241","版登録","Register version",""
"5242","登録するコンテンツを絞り込む","Filter register contents",""
"5243","成果物のみを登録する","Only register product",""
"5244","版名を入力してください","Please enter version name",""
"5245","版名が長すぎます","Version name too long",""
"5246","PVCS連携の時は、版名に「:」「*」「+」「-」「%1」は使用できません。","[:] [*] [+] [-] and [%1] cannot be used in version name when associated with PVCS.",""
"5247","かつ英字またはアンダーバーで始まらなければなりません。","It must start with English character or underbar.",""
"5248","CVS連携の時は、版名に英数字/アンダーバー/ハイフン以外の文字は使用できません。","Characters except English number/unerbar/hyphen cannot be used in version name when associated with CVS.",""
"5249","版名「%1」はすでに存在するため、使用できません","Version [%1] already exists, unable to use",""
"5250","構成管理ツールのオープンでエラーが発生しました%r%n%r%n%1をオープンをできません","Error occurred when opening configuration management tool. %r%n%r%n cannot open %1",""
